movieId,title,release_year,movie_age,movie_avg_rating,movie_rating_count,movie_rating_std,movie_num_raters,avg_tag_relevance,max_tag_relevance,num_tags,genre_(no genres listed),genre_Action,genre_Adventure,genre_Animation,genre_Children,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Fantasy,genre_Film-Noir,genre_Horror,genre_IMAX,genre_Musical,genre_Mystery,genre_Romance,genre_Sci-Fi,genre_Thriller,genre_War,genre_Western
1909,"X-Files: Fight the Future, The (1998)",1998.0,10.0,3.5441176470588234,34,0.7110347459739045,34,0.0,0.0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False
1959,Out of Africa (1985),1985.0,23.0,3.642857142857143,21,1.0740444257903994,21,0.0,0.0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1960,"Last Emperor, The (1987)",1987.0,21.0,3.740740740740741,27,0.7767086669249631,27,0.0,0.0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2028,Saving Private Ryan (1998),1998.0,10.0,3.974285714285714,175,1.0231074080823124,175,0.0,0.0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2085,101 Dalmatians (One Hundred and One Dalmatians) (1961),1961.0,47.0,3.5357142857142856,28,1.062217905284447,28,0.0,0.0,0,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2116,"Lord of the Rings, The (1978)",1978.0,30.0,3.3055555555555554,18,1.2383443511504155,18,0.0,0.0,0,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2336,Elizabeth (1998),1998.0,10.0,3.5,24,0.920774721067277,24,0.0,0.0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2571,"Matrix, The (1999)",1999.0,9.0,4.114093959731544,298,0.984083441633926,298,0.0,0.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
2671,Notting Hill (1999),1999.0,9.0,3.426829268292683,41,1.0814398712466409,41,0.0,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2762,"Sixth Sense, The (1999)",1999.0,9.0,4.016891891891892,148,0.8697789627344661,148,0.0,0.0,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False
2804,"Christmas Story, A (1983)",1983.0,25.0,3.95,40,1.1024448355290233,40,0.0,0.0,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2908,Boys Don't Cry (1999),1999.0,9.0,3.739130434782609,23,1.0646122343304938,23,0.0,0.0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3363,American Graffiti (1973),1973.0,35.0,3.8846153846153846,26,1.0421870495039969,26,0.0,0.0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3578,Gladiator (2000),2000.0,8.0,4.02760736196319,163,0.9082127574445173,163,0.0,0.0,0,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4246,Bridget Jones's Diary (2001),2001.0,7.0,3.3653846153846154,52,1.1250942645273765,52,0.0,0.0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
4306,Shrek (2001),2001.0,7.0,3.8497109826589595,173,0.9057069882370735,173,0.0,0.0,0,False,False,True,True,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
4699,Original Sin (2001),2001.0,7.0,2.625,4,1.0307764064044151,4,0.0,0.0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
4886,"Monsters, Inc. (2001)",2001.0,7.0,3.885135135135135,148,0.7448110626388638,148,0.0,0.0,0,False,False,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
4896,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),2001.0,7.0,3.909090909090909,110,0.9654152934915745,110,0.0,0.0,0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",2001.0,7.0,3.99800796812749,251,1.123830955231371,251,0.0,0.0,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
4995,"Beautiful Mind, A (2001)",2001.0,7.0,4.03960396039604,101,0.7895668696090017,101,0.0,0.0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
5952,"Lord of the Rings: The Two Towers, The (2002)",2002.0,6.0,4.073333333333333,225,1.108087154901248,225,0.0,0.0,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
6539,Pirates of the Caribbean: The Curse of the Black Pearl (2003),2003.0,5.0,3.8233333333333333,150,0.9271024839034546,150,0.0,0.0,0,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
7064,Beauty and the Beast (La belle et la bête) (1946),1946.0,62.0,3.6666666666666665,3,0.28867513459481287,3,0.0,0.0,0,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
7122,King of Hearts (1966),1966.0,42.0,4.5,2,0.7071067811865476,2,0.0,0.0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
7139,In America (2002),2002.0,6.0,3.5,8,0.8017837257372732,8,0.0,0.0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
7153,"Lord of the Rings: The Return of the King, The (2003)",2003.0,5.0,4.0625,232,1.1402584768110224,232,0.0,0.0,0,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
7162,Cold Mountain (2003),2003.0,5.0,3.6363636363636362,11,1.0269106361049412,11,0.0,0.0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
7366,Jersey Girl (2004),2004.0,4.0,3.1666666666666665,6,1.4023789311975088,6,0.0,0.0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
7706,Animal Crackers (1930),1930.0,78.0,2.875,4,1.7017148213885114,4,0.0,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
8132,Gladiator (1992),1992.0,16.0,3.85,10,0.7472170590486631,10,0.0,0.0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
8533,"Notebook, The (2004)",2004.0,4.0,3.5166666666666666,30,0.9868386771466978,30,0.0,0.0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
8644,"I, Robot (2004)",2004.0,4.0,3.459016393442623,61,0.8381282815854877,61,0.0,0.0,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
8961,"Incredibles, The (2004)",2004.0,4.0,3.8473282442748094,131,0.9605549873560523,131,0.0,0.0,0,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8969,Bridget Jones: The Edge of Reason (2004),2004.0,4.0,3.25,16,0.7958224257542214,16,0.0,0.0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
8981,Closer (2004),2004.0,4.0,3.8055555555555554,18,0.7502722817297905,18,0.0,0.0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
33166,Crash (2004),2004.0,4.0,3.4516129032258065,31,1.1786633581425858,31,0.0,0.0,0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
33794,Batman Begins (2005),2005.0,3.0,4.004166666666666,120,0.8488643756757122,120,0.0,0.0,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
40629,Pride & Prejudice (2005),2005.0,3.0,4.206896551724138,29,0.7850982806915499,29,0.0,0.0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
49647,Charlotte's Web (2006),2006.0,2.0,3.75,2,1.7677669529663689,2,0.0,0.0,0,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False
52458,Disturbia (2007),2007.0,1.0,3.5625,8,0.8634441002668987,8,0.0,0.0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
53996,Transformers (2007),2007.0,1.0,3.0,41,1.2698425099200292,41,0.0,0.0,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
54259,Stardust (2007),2007.0,1.0,3.6724137931034484,29,0.9284766908852593,29,0.0,0.0,0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2,Jumanji (1995),1995.0,1.0,3.3525641025641026,78,0.9806867933986809,78,0.9394,0.97375,5,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
6,Heat (1995),1995.0,1.0,3.79375,80,0.874004859065947,80,0.95095,0.98025,5,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
10,GoldenEye (1995),1995.0,1.0,3.38265306122449,98,0.904744141106656,98,0.9882,1.0,5,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
11,"American President, The (1995)",1995.0,1.0,3.6315789473684212,38,1.0570497605607623,38,0.9789999999999999,0.99625,5,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
17,Sense and Sensibility (1995),1995.0,1.0,3.9322033898305087,59,1.0274576386881629,59,0.96715,0.9765,5,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
19,Ace Ventura: When Nature Calls (1995),1995.0,1.0,2.6742424242424243,66,1.1684717969751517,66,0.9763,0.98425,5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21,Get Shorty (1995),1995.0,1.0,3.746031746031746,63,0.928374472002681,63,0.9018,0.94875,5,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
25,Leaving Las Vegas (1995),1995.0,1.0,3.707547169811321,53,1.1198985284740641,53,0.95895,0.975,5,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
31,Dangerous Minds (1995),1995.0,1.0,3.2058823529411766,34,1.142284042707679,34,0.8645999999999997,0.942,5,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
34,Babe (1995),1995.0,1.0,3.673469387755102,98,1.157899895999789,98,0.9602499999999999,0.985,5,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
36,Dead Man Walking (1995),1995.0,1.0,4.05,50,0.8820777882306048,50,0.9537000000000001,0.9865,5,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
39,Clueless (1995),1995.0,1.0,3.3716216216216215,74,1.0918778935030333,74,0.9833500000000001,0.99575,5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
47,Seven (a.k.a. Se7en) (1995),1995.0,1.0,4.059748427672956,159,0.9129254338133033,159,0.9802,0.99375,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
48,Pocahontas (1995),1995.0,1.0,2.9901960784313726,51,1.15969908199684,51,0.9807499999999999,0.99475,5,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
50,"Usual Suspects, The (1995)",1995.0,1.0,4.192118226600985,203,0.8220578776887346,203,0.9932000000000001,0.99875,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
52,Mighty Aphrodite (1995),1995.0,1.0,3.6923076923076925,26,0.9599679481828867,26,0.8439499999999999,0.978,5,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
58,"Postman, The (Postino, Il) (1994)",1994.0,2.0,4.027027027027027,37,0.7541178248083609,37,0.9125499999999999,0.9635,5,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
95,Broken Arrow (1996),1996.0,0.0,3.0,68,0.9925092578236596,68,0.0,0.0,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
111,Taxi Driver (1976),1976.0,20.0,3.8186274509803924,102,1.0619177861706233,102,0.0,0.0,0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
141,"Birdcage, The (1996)",1996.0,0.0,3.406779661016949,59,1.014866121080571,59,0.0,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
150,Apollo 13 (1995),1995.0,1.0,3.791411042944785,163,0.8763278300974052,163,0.0,0.0,0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
151,Rob Roy (1995),1995.0,1.0,3.342857142857143,35,0.9375455171023195,35,0.0,0.0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
153,Batman Forever (1995),1995.0,1.0,3.025,100,0.9384464919119352,100,0.0,0.0,0,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
160,Congo (1995),1995.0,1.0,2.5104166666666665,48,1.0792510372561335,48,0.0,0.0,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
161,Crimson Tide (1995),1995.0,1.0,3.6417910447761193,67,0.8430013576557858,67,0.0,0.0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False
165,Die Hard: With a Vengeance (1995),1995.0,1.0,3.655,100,0.8724023490258715,100,0.0,0.0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
168,First Knight (1995),1995.0,1.0,3.1176470588235294,34,1.037616904909863,34,0.0,0.0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
172,Johnny Mnemonic (1995),1995.0,1.0,2.8875,40,0.9021875124896752,40,0.0,0.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
173,Judge Dredd (1995),1995.0,1.0,2.489130434782609,46,1.0354233188775315,46,0.0,0.0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
185,"Net, The (1995)",1995.0,1.0,3.136986301369863,73,1.000903321077053,73,0.0,0.0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
186,Nine Months (1995),1995.0,1.0,2.7738095238095237,42,1.0774992555731735,42,0.0,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
204,Under Siege 2: Dark Territory (1995),1995.0,1.0,2.875,20,0.9579995604877577,20,0.0,0.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
208,Waterworld (1995),1995.0,1.0,2.783505154639175,97,0.9971501487960511,97,0.0,0.0,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
224,Don Juan DeMarco (1995),1995.0,1.0,3.590909090909091,22,1.0423915226919713,22,0.0,0.0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
225,Disclosure (1994),1994.0,2.0,3.596774193548387,31,0.7350663783939253,31,0.0,0.0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
231,Dumb & Dumber (Dumb and Dumber) (1994),1994.0,2.0,2.9270833333333335,96,1.1355016667040694,96,0.0,0.0,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
235,Ed Wood (1994),1994.0,2.0,3.7395833333333335,48,1.0718327083131627,48,0.0,0.0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
236,French Kiss (1995),1995.0,1.0,3.3378378378378377,37,1.2363367375147145,37,0.0,0.0,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
252,I.Q. (1994),1994.0,2.0,3.125,24,0.8628819255212756,24,0.0,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
253,Interview with the Vampire: The Vampire Chronicles (1994),1994.0,2.0,3.6264367816091956,87,0.8964347691692731,87,0.0,0.0,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
256,Junior (1994),1994.0,2.0,2.9411764705882355,34,0.9595193389681275,34,0.0,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
261,Little Women (1994),1994.0,2.0,3.466666666666667,30,1.0580832811669685,30,0.0,0.0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
265,Like Water for Chocolate (Como agua para chocolate) (1992),1992.0,4.0,3.9411764705882355,34,1.0132807942097977,34,0.0,0.0,0,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
266,Legends of the Fall (1994),1994.0,2.0,3.49,50,1.002496882788171,50,0.0,0.0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True
282,Nell (1994),1994.0,2.0,3.323529411764706,34,1.0580309967188226,34,0.0,0.0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
288,Natural Born Killers (1994),1994.0,2.0,3.2265625,64,1.3060594054769947,64,0.0,0.0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
292,Outbreak (1995),1995.0,1.0,3.402439024390244,82,0.8729085211862299,82,0.0,0.0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),1994.0,2.0,4.078431372549019,102,0.7569646853371712,102,0.0,0.0,0,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
296,Pulp Fiction (1994),1994.0,2.0,4.242105263157895,285,0.9312545242202334,285,0.0,0.0,0,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False
300,Quiz Show (1994),1994.0,2.0,3.625,52,0.8217329846362599,52,0.0,0.0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
315,"Specialist, The (1994)",1994.0,2.0,2.6774193548387095,31,0.9878291611472619,31,0.0,0.0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
317,"Santa Clause, The (1994)",1994.0,2.0,3.09,50,0.9130013299943369,50,0.0,0.0,0,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False
318,"Shawshank Redemption, The (1994)",1994.0,2.0,4.338509316770186,322,0.8966925805565007,322,0.0,0.0,0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
333,Tommy Boy (1995),1995.0,1.0,3.324324324324324,37,1.1255629222268704,37,0.0,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
337,What's Eating Gilbert Grape (1993),1993.0,3.0,3.795918367346939,49,0.8223338696644319,49,0.0,0.0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
339,While You Were Sleeping (1995),1995.0,1.0,3.5833333333333335,60,0.9964626702026246,60,0.0,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
344,Ace Ventura: Pet Detective (1994),1994.0,2.0,3.127906976744186,129,1.1237476879972077,129,0.0,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
349,Clear and Present Danger (1994),1994.0,2.0,3.670103092783505,97,0.8032700029221197,97,0.0,0.0,0,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
350,"Client, The (1994)",1994.0,2.0,3.5833333333333335,36,0.9063269671749655,36,0.0,0.0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
357,Four Weddings and a Funeral (1994),1994.0,2.0,3.7901234567901234,81,0.7900324262762265,81,0.0,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
364,"Lion King, The (1994)",1994.0,2.0,3.947712418300654,153,0.903508145721025,153,0.0,0.0,0,False,False,True,True,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False
367,"Mask, The (1994)",1994.0,2.0,3.162037037037037,108,0.9268293446635449,108,0.0,0.0,0,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False
377,Speed (1994),1994.0,2.0,3.315315315315315,111,0.9168323132293553,111,0.0,0.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
380,True Lies (1994),1994.0,2.0,3.6341463414634148,123,0.8941365711773749,123,0.0,0.0,0,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
420,Beverly Hills Cop III (1994),1994.0,2.0,2.675675675675676,37,0.8836180061433679,37,0.0,0.0,0,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
432,City Slickers II: The Legend of Curly's Gold (1994),1994.0,2.0,2.921875,32,0.8142815455871952,32,0.0,0.0,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
434,Cliffhanger (1993),1993.0,3.0,3.0303030303030303,66,0.9235332982160163,66,0.0,0.0,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
440,Dave (1993),1993.0,3.0,3.663265306122449,49,0.9968061240680616,49,0.0,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
442,Demolition Man (1993),1993.0,3.0,3.0,59,0.9693581239221102,59,0.0,0.0,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
454,"Firm, The (1993)",1993.0,3.0,3.4027777777777777,72,0.8163767809738968,72,0.0,0.0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
457,"Fugitive, The (1993)",1993.0,3.0,3.963855421686747,166,0.7834776109431685,166,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
480,Jurassic Park (1993),1993.0,3.0,3.665938864628821,229,0.9624400713721949,229,0.0,0.0,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
500,Mrs. Doubtfire (1993),1993.0,3.0,3.400990099009901,101,0.9772916708439658,101,0.0,0.0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
509,"Piano, The (1993)",1993.0,3.0,3.4836065573770494,61,1.176035760208684,61,0.0,0.0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
527,Schindler's List (1993),1993.0,3.0,4.196280991735537,242,0.9703630088007291,242,0.0,0.0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
539,Sleepless in Seattle (1993),1993.0,3.0,3.3950617283950617,81,1.0657041374799927,81,0.0,0.0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
553,Tombstone (1993),1993.0,3.0,3.8043478260869565,46,0.8973928959278847,46,0.0,0.0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
586,Home Alone (1990),1990.0,6.0,3.2551020408163267,98,1.1174457664811834,98,0.0,0.0,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
587,Ghost (1990),1990.0,6.0,3.31875,80,1.0226663771667386,80,0.0,0.0,0,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False
588,Aladdin (1992),1992.0,4.0,3.7816901408450705,142,0.9386590494464864,142,0.0,0.0,0,False,False,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
